Timestamp,Speed_kmh,Accel_ms2,Raw_RPM,Filtered_RPM,Brake_State,Control_Mode
2026-06-12 19:40:28.578,0.00,0.00,0.00,0.00,0,0
2026-06-12 19:40:28.628,0.00,0.00,0.00,0.00,0,2
2026-06-12 19:40:28.681,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:28.729,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:28.779,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:28.830,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:28.880,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:28.931,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:28.981,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.031,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.082,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.132,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.183,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.233,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.283,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.334,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.384,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.435,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.485,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.536,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.586,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.636,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.687,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.737,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.787,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.838,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.888,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.939,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:29.989,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.039,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.093,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.140,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.191,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.241,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.291,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.342,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.392,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.443,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.493,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.544,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.594,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.644,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.695,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.746,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.796,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.846,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.896,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.947,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:30.997,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.048,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.098,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.148,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.199,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.249,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.302,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.350,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.403,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.451,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.501,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.552,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.602,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.652,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.703,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.753,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.804,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.854,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.904,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:31.955,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.005,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.055,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.106,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.156,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.208,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.257,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.307,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.358,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.408,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.459,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.509,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.560,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.610,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.660,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.711,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.761,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.812,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.864,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.912,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:32.963,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.013,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.064,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.114,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.164,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.215,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.265,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.316,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.366,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.416,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.467,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.517,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.568,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.618,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.670,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.719,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.769,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.819,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.870,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.920,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:33.971,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.021,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.071,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.122,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.172,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.223,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.273,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.324,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.378,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.424,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.475,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.525,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.576,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.626,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.676,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.728,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.778,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.828,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.879,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.928,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:34.979,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.029,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.080,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.130,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.180,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.231,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.281,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.332,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.382,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.432,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.483,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.533,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.583,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.634,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.684,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.735,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.785,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.836,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.886,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.937,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:35.987,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.037,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.088,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.138,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.188,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.239,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.289,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.341,0.00,0.00,0.00,0.00,2,0
2026-06-12 19:40:36.390,0.00,0.00,0.00,0.00,2,0
